"","OTU_R246","OTU_R264","OTU_R277","OTU_R159","OTU_R641","OTU_R1144","OTU_R299","OTU_R2606","OTU_R1602","OTU_R1153","OTU_R455","OTU_R559","OTU_R998","OTU_R4107","OTU_R327","OTU_R1510","OTU_R1035","OTU_R386","OTU_R249","OTU_R242","OTU_R445","OTU_R1246","OTU_R1627","OTU_R253","OTU_R2837","OTU_R1388","OTU_R656","OTU_R4946","OTU_R1006","OTU_R580","OTU_R250","OTU_R556","OTU_R330","OTU_R37","OTU_R2260","OTU_R685","OTU_R757","OTU_R2165","OTU_R177","OTU_R439","OTU_R6893","OTU_R285","OTU_R1305","OTU_R487","OTU_R490","OTU_R1858","OTU_R1552","OTU_R13179","OTU_R2205","OTU_R167","OTU_R704","OTU_R2329","OTU_R543","OTU_R308","OTU_R546","OTU_R1729","OTU_R615","OTU_R1890","OTU_R4346","OTU_R2071","OTU_R4415","OTU_R3948","OTU_R3230","OTU_R1586","OTU_R1201","OTU_R223","OTU_R398","OTU_R1498","OTU_R248","OTU_R3478","OTU_R473","OTU_R1177","OTU_R610","OTU_R1090","OTU_R6508","OTU_R1229","OTU_R464","OTU_R649","OTU_R640","OTU_R5876","OTU_R2398","OTU_R1470","OTU_R423","OTU_R1537","OTU_R261","OTU_R777","OTU_R3243","OTU_R1018","OTU_R147","OTU_R2012","OTU_R1513","OTU_R3558","OTU_R2244","OTU_R266","OTU_R114","OTU_R1759","OTU_R152","OTU_R96","OTU_R1522","OTU_R1796","OTU_R8016","OTU_R4400","OTU_R6791","OTU_R235","OTU_R319","OTU_R1094","OTU_R1361","OTU_R1382","OTU_R8111","OTU_R9729","OTU_R3381","OTU_R1089","OTU_R2484","OTU_R343","OTU_R4863","OTU_R268","OTU_R368","OTU_R1356","OTU_R1906","OTU_R646","OTU_R1550","OTU_R4359","OTU_R1512","OTU_R347","OTU_R304","OTU_R1800","OTU_R111","OTU_R1582","OTU_R1689","OTU_R3233","OTU_R507","OTU_R3453","OTU_R95","OTU_R5709","OTU_R582","OTU_R3982","OTU_R1367","OTU_R220","OTU_R461","OTU_R1072","OTU_R73","OTU_R526","OTU_R2280","OTU_R1457","OTU_R896","OTU_R1242","OTU_R1049","OTU_R3077","OTU_R6283","OTU_R1171","OTU_R13850","OTU_R2191","OTU_R342","OTU_R576","OTU_R4205","OTU_R983","OTU_R290","OTU_R3436","OTU_R1151","OTU_R2052","OTU_R571","OTU_R3347","OTU_R2383","OTU_R5917","OTU_R2287","OTU_R2585","OTU_R1945","OTU_R1962","OTU_R632","OTU_R1731","OTU_R630","OTU_R736","OTU_R1014","OTU_R1028","OTU_R1068","OTU_R313","OTU_R1244","OTU_R1344","OTU_R1401","OTU_R2128","OTU_R51","OTU_R4281","OTU_R2065","OTU_R8767","OTU_R7718","OTU_R8","OTU_R10582","OTU_R301","OTU_R3936","OTU_R1381","OTU_R3799","OTU_R618","OTU_R877","OTU_R631","OTU_R8754","OTU_R4593","OTU_R1031","OTU_R2206","OTU_R2242","OTU_R1533","OTU_R4330","OTU_R3143","OTU_R2135","OTU_R4504","OTU_R858","OTU_R1501","OTU_R221","OTU_R267","OTU_R1136","OTU_R880","OTU_R1433","OTU_R463","OTU_R1594"
"OTU_R546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11997314124424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1729",0,0,0,0,0,0,0,0.634303326998767,0,0,0,0.538189925332839,0,0,0,0,0,0,0,0.517246768206391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.104532943163569,0,0,0,0.124308293223176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114124983904248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525734462902529,0,0,0.540107049332194,0,0,0,0,0,0.517050572724806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126610037395141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530693844716537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5173991876127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R4346",0.552582688385693,0,0.570124167068678,0,0.568974352630312,0.52487467382284,0,0.557511428739836,0,0,0,0,0.122023071472902,0.508572526733128,0.559229289353638,0,0,0.536069373300066,0.526574410868428,0.534581158135808,0.555389319605621,0,0,0,0.573298488856103,0.110901627922859,0,0,0.112095816869118,0,0,0,0,0,0,0,0.513565984777826,0,0,0,0,0,0,0,0,0,0,0,0,0.111651838809152,0.532552189382201,0.528099801745701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11709515064232,0,0.104796566637202,0,0,0,0,0.514694798070486,0,0,0.515145947730018,0,0.118950753738453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115704034294202,0,0.111888301628346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531395984776201,0,0,0,0,0,0,0,0,0,0.111369598883691,0.123791306544353,0.0875967421348723,0,0,0,0,0,0.120887003147654,0,0,0.113948124614445,0,0,0,0.128369558063725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116225480352898,0,0,0,0,0.100712877135769,0,0,0,0.511988772708367,0,0,0,0,0,0,0.106522191658319,0,0.526082942738068,0,0,0.123092628349395,0,0,0,0,0,0,0,0,0,0.118059825884464,0,0,0,0,0,0,0,0
"OTU_R2071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546933603393302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R4415",0,0,0,0,0,0,0.508550069191039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677705667226409,0,0,0,0.110762053738572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643603457981533,0,0,0,0,0,0,0.525046114870404,0,0,0.52474144473879,0,0.541466406050922,0,0,0,0,0,0,0,0,0,0.129189681289576,0.517455427142216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653653353870608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567694734165634,0,0,0,0,0,0,0,0,0,0,0.516544499667174,0.545448942278599,0,0,0,0,0,0,0,0,0,0,0.563889175659668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R3948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511767689149335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R3230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549238323715054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1201",0,0,0.126911046951618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.579359289347573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535749516498867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52753312440765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11997314124424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.559413191964143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521390410381769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518548216847479,0.549118569660719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511854123097919,0,0,0,0,0,0,0.52629558960584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548297735484335,0,0,0,0,0,0,0.51099202768093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1498",0,0,0.110236904126511,0.588545093654784,0.102787390877992,0,0,0,0,0,0,0,0.530244357882893,0,0,0.1246479872288,0.550544145403827,0,0,0,0,0,0,0,0,0.556424001907462,0,0,0.520582730306477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590791247048624,0,0,0,0,0,0.104532943163569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.549922622687707,0,0,0,0,0.112019271844992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123224906429438,0,0,0,0,0,0,0,0.512615116420784,0,0,0,0,0,0,0,0,0.116111937253482,0,0,0.102378162712577,0,0,0,0,0,0,0,0,0.522344012371285,0,0,0,0,0,0,0.536683337522855,0,0,0,0.518451263415813,0,0,0,0.536253270724816,0,0.521750674561958,0,0,0,0,0,0.568143569643092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581834215063298,0,0,0,0,0.597516489226516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575442866166226,0,0,0.117895760405023,0,0,0,0,0
"OTU_R248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115513310056295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51128057041393,0,0,0,0,0,0,0,0,0,0,0,0.123364890852542,0,0,0,0,0.12684653231092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R3478",0.0838342159576733,0,0,0.645476654050885,0.0535728630952871,0.11499793656858,0,0.126298511397976,0,0,0,0,0.733805727192561,0,0.119817274699064,0.115317372843846,0.602650765052822,0,0.117767158830103,0.121205784590247,0.0944990998131198,0,0,0,0,0.607554685868159,0,0,0.542663269173628,0.122467452628874,0,0,0,0,0,0,0,0,0.566423523135833,0,0,0,0,0,0,0,0,0,0,0.631782424647147,0,0,0,0,0,0,0,0,0.11709515064232,0,0,0,0,0,0,0.559413191964143,0,0,0,1,0,0,0,0,0,0,0.102700132252319,0,0,0,0,0.704069844654121,0,0,0,0,0,0,0.63522075249092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593568277508481,0.69120450679079,0.684491092370221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553865260370034,0,0,0,0,0,0,0.550415660340898,0.737990942493134,0.536017014603586,0,0,0,0.607177079041471,0,0.757078804310132,0,0.542734015228012,0,0,0,0,0,0,0,0,0,0.561749936265365,0,0,0.563168927375696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578501485733352,0,0,0.5227881496632,0,0.53120174853368,0,0,0,0,0,0,0,0,0,0,0.784270593786349,0,0,0,0,0,0,0,0.651606165999842,0,0,0,0,0,0,0,0.652083135892877,0,0,0,0,0.539786505966647,0,0
"OTU_R473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536602111108892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1177",0.0783306641718361,0,0.0931737532209372,0.619197076427721,0.0833048728787615,0,0,0.0941443408878546,0,0,0,0,0.581182514139033,0.111468864852194,0.094782312467124,0.115275416717888,0.580579182937553,0.129128783056904,0.107689100519028,0.0944598016744198,0,0,0,0,0.0860694823406603,0.703881531754688,0.125196286707828,0,0.518986935093432,0,0,0,0,0,0,0,0,0,0,0.1177812366893,0,0,0,0.518830593534497,0,0,0,0,0,0.603738668810474,0.102517437747715,0.111213412794324,0,0,0,0.124308293223176,0,0,0.104796566637202,0,0,0,0,0,0,0,0,0.549922622687707,0,0,0,1,0.514848667993552,0,0,0.616054037133088,0,0,0,0,0,0.52854283844674,0,0,0,0,0,0,0.54878818282776,0,0,0.626445117362855,0,0,0,0,0,0,0.123868028219263,0,0,0,0,0,0,0.546973776592565,0.533793452101083,0.561708669272766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522403549473866,0,0,0,0,0,0,0.5186104111326,0,0.651123625949452,0,0.563702009710284,0,0,0,0.582164213943558,0,0.625500554557108,0,0,0,0.514554859625191,0,0.660351596107604,0,0,0,0,0,0,0.520724825669009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687738274360363,0,0,0,0,0.672189693163125,0,0,0,0,0,0,0,0,0,0,0.544867849787345,0,0,0.531505789844991,0,0,0,0,0.536005014028486,0,0,0,0,0,0,0,0,0,0,0.538958688607127,0,0,0,0
"OTU_R610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514848667993552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544556957462445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1090",0,0.528119456253886,0,0,0,0,0.569278990524378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516694596328201,0,0,0,0,0,0,0,0,0.572306732164123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515639661279498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552639928180644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573518380730409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115230108352732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508778725185754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R6508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562091710396317,0,0,0,0.54142601426377,0,0.526343769805399,0,0,0.583108391085676,0.515495898245095,0,0.515356665806592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510780597347104,0.542738337710066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604291530194472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5653918910338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530774246824414,0,0,0,0,0,0,0,0.123870612382863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R1229",0,0,0.129156643284171,0,0,0,0,0.112727870582704,0,0,0,0,0,0.123125064943026,0.12558491987838,0.0966212785279111,0,0,0.128019689014136,0,0,0,0,0,0,0.553835755812372,0,0,0.556685122563288,0,0,0.108692849397011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533056856630703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579359289347573,0,0,0,0,0,0,0.616054037133088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527012337032416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539066502666735,0,0,0,0,0,0,0,0.511681914583537,0,0,0,0,0,0.530047756998236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606141993920842,0,0,0,0,0.593721382987265,0,0,0,0,0,0,0.60125295933947,0,0,0.542641125309142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_R464",0.552182953321228,0.595545247846802,0.59418981009493,0.117596969658345,0.580759381831338,0,0,0.532440532826304,0,0,0,0,0.117244126481343,0,0,0.542454473407258,0.108786232743059,0,0,0,0,0,0,0,0,0.0712626698917357,0,0,0.113341156856336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52637466710875,0,0,0,0,0.108234183341961,0,0,0,0,0,0,0,0,0.514694798070486,0,0,0,0,0,0,0,0,0.112019271844992,0,0.102700132252319,0,0,0,0,0,0,1,0,0,0,0,0.106385566431536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50927517249603,0,0,0,0,0,0,0.127621903777961,0.116112200720817,0,0,0,0,0,0,0,0,0.548256220230672,0,0.514024381095415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107491213213809,0.0816607926646823,0.117833025535034,0,0,0,0,0,0.115024497801612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110077280405999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103090495558559,0,0,0,0,0.116378495188083,0,0,0,0,0,0,0,0,0,0,0.106956640627931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122894111248683,0.127763505780372,0,0,0,0,0,0,0
"OTU_R649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105162144425846,0,0
